@relation 'acciones'
@attribute 'accion' { 'luz', 'calefaccion', 'aire-acondicionado', 'planchado', 'secado'}
@attribute 'estancia' {'salon', 'cocina', 'dormitorio_principal', 'pasillo', 'dormitorio_secundario' }
@attribute 'tiempo' numeric
@attribute 'tarifa' numeric
@attribute 'usuario' {'u1','u2','u3','u4'}
@data
'planchado','dormitorio_secundario',2,0.099,'u1'
'secado','cocina',3,0.139,'u1'
'luz','dormitorio_principal',56,0.099,'u1'
'calefaccion','salon',55,0.099,'u1'
'secado','salon',114,0.099,'u1'
'secado','pasillo',76,0.15,'u1'
'luz','dormitorio_secundario',56,0.099,'u1'
'planchado','dormitorio_secundario',49,0.139,'u1'
'calefaccion','dormitorio_secundario',99,0.139,'u1'
'calefaccion','pasillo',39,0.15,'u1'
'planchado','pasillo',13,0.15,'u1'
'planchado','dormitorio_secundario',42,0.15,'u1'
'luz','dormitorio_principal',6,0.15,'u1'
'calefaccion','salon',93,0.139,'u1'
'secado','dormitorio_secundario',14,0.099,'u1'
'secado','dormitorio_principal',9,0.139,'u1'
'calefaccion','cocina',17,0.139,'u1'
'calefaccion','pasillo',67,0.139,'u1'
'luz','dormitorio_principal',3,0.099,'u1'
'luz','dormitorio_principal',91,0.099,'u1'
'planchado','salon',54,0.139,'u1'
'calefaccion','salon',4,0.15,'u1'
'calefaccion','dormitorio_secundario',99,0.139,'u1'
'planchado','pasillo',74,0.15,'u1'
'planchado','cocina',72,0.099,'u1'
'planchado','cocina',105,0.15,'u1'
'luz','pasillo',52,0.099,'u1'
'planchado','salon',15,0.15,'u1'
'planchado','dormitorio_secundario',118,0.099,'u1'
'planchado','salon',110,0.139,'u1'
'secado','cocina',86,0.139,'u1'
'luz','cocina',87,0.15,'u1'
'luz','cocina',2,0.099,'u1'
'planchado','pasillo',94,0.099,'u1'
'planchado','salon',90,0.139,'u1'
'secado','dormitorio_secundario',23,0.15,'u1'
'luz','cocina',41,0.099,'u1'
'luz','pasillo',71,0.15,'u1'
'secado','pasillo',76,0.099,'u1'
'secado','cocina',32,0.099,'u1'
'calefaccion','pasillo',26,0.099,'u1'
'planchado','dormitorio_secundario',7,0.15,'u1'
'calefaccion','dormitorio_principal',69,0.139,'u1'
'secado','salon',62,0.139,'u1'
'calefaccion','salon',46,0.099,'u1'
'secado','dormitorio_principal',101,0.15,'u1'
'planchado','pasillo',36,0.139,'u1'
'secado','dormitorio_secundario',78,0.15,'u1'
'luz','cocina',89,0.099,'u1'
'secado','dormitorio_principal',48,0.139,'u1'
'secado','salon',75,0.15,'u1'
'luz','cocina',112,0.15,'u1'
'calefaccion','dormitorio_principal',86,0.139,'u1'
'secado','cocina',92,0.099,'u1'
'luz','salon',80,0.099,'u1'
'planchado','dormitorio_principal',108,0.15,'u1'
'secado','dormitorio_secundario',10,0.15,'u1'
'calefaccion','salon',59,0.15,'u1'
'secado','dormitorio_principal',68,0.15,'u1'
'luz','dormitorio_principal',9,0.15,'u1'
'planchado','pasillo',20,0.139,'u1'
'calefaccion','dormitorio_principal',101,0.15,'u1'
'luz','cocina',10,0.099,'u1'
'calefaccion','pasillo',31,0.15,'u1'
'secado','salon',101,0.139,'u1'
'secado','dormitorio_secundario',42,0.15,'u1'
'planchado','dormitorio_principal',55,0.139,'u1'
'secado','dormitorio_principal',48,0.15,'u1'
'luz','salon',113,0.099,'u1'
'luz','dormitorio_secundario',109,0.15,'u1'
'luz','dormitorio_principal',64,0.099,'u1'
'luz','cocina',17,0.099,'u1'
'calefaccion','dormitorio_secundario',7,0.139,'u1'
'luz','dormitorio_secundario',95,0.139,'u1'
'secado','dormitorio_secundario',16,0.15,'u1'
'luz','cocina',42,0.15,'u1'
'calefaccion','dormitorio_principal',33,0.099,'u1'
'luz','dormitorio_secundario',61,0.099,'u1'
'luz','dormitorio_secundario',101,0.139,'u1'
'luz','cocina',54,0.139,'u1'
'planchado','salon',60,0.099,'u1'
'secado','salon',46,0.139,'u1'
'calefaccion','cocina',30,0.099,'u1'
'planchado','dormitorio_principal',73,0.15,'u1'
'calefaccion','dormitorio_principal',59,0.099,'u1'
'planchado','cocina',42,0.139,'u1'
'secado','pasillo',99,0.139,'u1'
'calefaccion','dormitorio_principal',13,0.139,'u1'
'luz','salon',74,0.099,'u1'
'secado','salon',65,0.139,'u1'
'luz','dormitorio_principal',103,0.099,'u1'
'calefaccion','dormitorio_secundario',93,0.139,'u1'
'calefaccion','salon',46,0.099,'u1'
'calefaccion','pasillo',53,0.15,'u1'
'calefaccion','pasillo',73,0.139,'u1'
'planchado','salon',35,0.15,'u1'
'calefaccion','pasillo',105,0.139,'u1'
'luz','cocina',40,0.15,'u1'
'secado','dormitorio_principal',52,0.099,'u1'
'calefaccion','cocina',96,0.139,'u1'
'calefaccion','pasillo',75,0.139,'u1'
'calefaccion','dormitorio_secundario',102,0.15,'u1'
'luz','salon',92,0.15,'u1'
'secado','salon',54,0.139,'u1'
'planchado','dormitorio_secundario',13,0.15,'u1'
'luz','dormitorio_secundario',40,0.15,'u1'
'secado','salon',51,0.139,'u1'
'luz','cocina',61,0.139,'u1'
'luz','dormitorio_secundario',78,0.099,'u1'
'calefaccion','dormitorio_principal',65,0.15,'u1'
'secado','pasillo',93,0.099,'u1'
'luz','dormitorio_principal',8,0.139,'u1'
'luz','dormitorio_secundario',28,0.099,'u1'
'planchado','dormitorio_principal',51,0.15,'u1'
'luz','cocina',117,0.15,'u1'
'luz','pasillo',48,0.15,'u1'
'secado','pasillo',99,0.15,'u1'
'secado','dormitorio_principal',113,0.139,'u1'
'luz','salon',73,0.139,'u1'
'planchado','dormitorio_secundario',86,0.099,'u1'
'calefaccion','dormitorio_principal',92,0.15,'u1'
'planchado','dormitorio_secundario',18,0.139,'u1'
'secado','salon',11,0.099,'u1'
'planchado','pasillo',106,0.099,'u1'
'luz','dormitorio_secundario',84,0.15,'u1'
'luz','dormitorio_secundario',74,0.139,'u1'
'calefaccion','cocina',115,0.139,'u1'
'secado','dormitorio_principal',111,0.15,'u1'
'secado','pasillo',119,0.139,'u1'
'calefaccion','salon',61,0.15,'u1'
'calefaccion','cocina',99,0.099,'u1'
'secado','salon',36,0.139,'u1'
'calefaccion','dormitorio_principal',84,0.139,'u1'
'secado','cocina',70,0.15,'u1'
'planchado','pasillo',106,0.139,'u1'
'calefaccion','salon',58,0.15,'u1'
'luz','dormitorio_secundario',50,0.139,'u1'
'luz','dormitorio_secundario',102,0.099,'u1'
'planchado','cocina',40,0.15,'u1'
'luz','salon',87,0.139,'u1'
'planchado','salon',92,0.139,'u1'
'secado','pasillo',75,0.15,'u1'
'calefaccion','dormitorio_secundario',14,0.15,'u1'
'luz','dormitorio_principal',39,0.139,'u1'
'luz','pasillo',8,0.139,'u1'
'secado','pasillo',68,0.139,'u1'
'planchado','dormitorio_secundario',24,0.15,'u1'
'secado','cocina',94,0.15,'u1'
'planchado','pasillo',25,0.139,'u1'
'planchado','pasillo',85,0.15,'u1'
'calefaccion','salon',73,0.099,'u1'
'planchado','salon',7,0.099,'u1'
'planchado','dormitorio_principal',36,0.099,'u1'
'planchado','cocina',115,0.139,'u1'
'luz','salon',70,0.099,'u1'
'calefaccion','salon',4,0.099,'u1'
'luz','pasillo',38,0.139,'u1'
'luz','pasillo',68,0.139,'u1'
'planchado','pasillo',87,0.099,'u1'
'calefaccion','dormitorio_secundario',113,0.099,'u1'
'calefaccion','dormitorio_secundario',22,0.139,'u1'
'planchado','cocina',117,0.099,'u1'
'luz','salon',28,0.099,'u1'
'secado','pasillo',81,0.15,'u1'
'calefaccion','salon',27,0.139,'u1'
'luz','pasillo',57,0.139,'u1'
'calefaccion','pasillo',3,0.139,'u1'
'planchado','dormitorio_principal',43,0.15,'u1'
'secado','dormitorio_secundario',1,0.15,'u1'
'calefaccion','salon',81,0.139,'u1'
'calefaccion','pasillo',26,0.15,'u1'
'planchado','pasillo',107,0.099,'u1'
'secado','pasillo',69,0.099,'u1'
'planchado','salon',104,0.099,'u1'
'secado','salon',116,0.099,'u1'
'luz','cocina',20,0.099,'u1'
'luz','dormitorio_principal',19,0.099,'u1'
'secado','dormitorio_secundario',4,0.139,'u1'
'planchado','cocina',14,0.099,'u1'
'secado','dormitorio_principal',92,0.099,'u1'
'secado','salon',88,0.139,'u1'
'calefaccion','salon',87,0.139,'u1'
'secado','cocina',77,0.15,'u1'
'luz','dormitorio_principal',3,0.099,'u1'
'planchado','cocina',81,0.15,'u1'
'secado','dormitorio_principal',49,0.099,'u1'
'calefaccion','pasillo',60,0.139,'u1'
'planchado','salon',11,0.139,'u1'
'planchado','pasillo',35,0.099,'u1'
'secado','cocina',32,0.099,'u1'
'planchado','pasillo',12,0.139,'u1'
'planchado','dormitorio_secundario',5,0.099,'u1'
'secado','dormitorio_secundario',18,0.15,'u1'
'calefaccion','dormitorio_principal',40,0.139,'u1'
'planchado','dormitorio_principal',65,0.099,'u1'
'luz','cocina',57,0.139,'u1'
'calefaccion','salon',33,0.139,'u1'
'calefaccion','dormitorio_secundario',86,0.15,'u1'
'calefaccion','dormitorio_principal',67,0.15,'u1'
'calefaccion','dormitorio_secundario',93,0.15,'u1'
'calefaccion','dormitorio_principal',107,0.099,'u1'
'secado','dormitorio_principal',109,0.139,'u1'
'planchado','dormitorio_secundario',103,0.099,'u1'
'planchado','pasillo',104,0.139,'u1'
'luz','pasillo',98,0.139,'u1'
'secado','cocina',78,0.139,'u1'
'secado','cocina',35,0.139,'u1'
'calefaccion','pasillo',26,0.099,'u1'
'luz','pasillo',86,0.15,'u1'
'secado','pasillo',91,0.15,'u1'
'calefaccion','dormitorio_principal',51,0.139,'u1'
'luz','dormitorio_principal',54,0.099,'u1'
'luz','pasillo',61,0.099,'u1'
'luz','dormitorio_principal',4,0.139,'u1'
'planchado','pasillo',117,0.15,'u1'
'luz','salon',117,0.139,'u1'
'secado','pasillo',74,0.099,'u1'
'luz','cocina',57,0.099,'u1'
'calefaccion','cocina',4,0.139,'u1'
'luz','pasillo',14,0.139,'u1'
'secado','cocina',62,0.099,'u1'
'secado','dormitorio_principal',78,0.139,'u1'
'secado','pasillo',85,0.139,'u1'
'luz','cocina',29,0.139,'u1'
'luz','dormitorio_principal',86,0.139,'u1'
'luz','cocina',12,0.099,'u1'
'calefaccion','salon',106,0.099,'u1'
'luz','dormitorio_secundario',24,0.139,'u1'
'secado','salon',84,0.139,'u1'
'planchado','dormitorio_secundario',108,0.15,'u1'
'secado','dormitorio_principal',6,0.15,'u1'
'secado','cocina',33,0.15,'u1'
'secado','pasillo',83,0.099,'u1'
'luz','dormitorio_principal',87,0.139,'u1'
'luz','dormitorio_secundario',117,0.15,'u1'
'luz','pasillo',41,0.139,'u1'
'calefaccion','dormitorio_principal',17,0.099,'u1'
'planchado','cocina',54,0.139,'u1'
'planchado','pasillo',99,0.139,'u1'
'planchado','cocina',120,0.099,'u1'
'secado','dormitorio_secundario',59,0.139,'u1'
'secado','dormitorio_principal',107,0.099,'u1'
'planchado','salon',78,0.099,'u1'
'planchado','dormitorio_secundario',80,0.15,'u1'
'luz','cocina',9,0.139,'u1'
'luz','pasillo',4,0.139,'u1'
'luz','cocina',116,0.139,'u1'
'luz','pasillo',33,0.139,'u1'
'luz','cocina',16,0.15,'u1'
'planchado','pasillo',22,0.15,'u1'
'calefaccion','dormitorio_principal',30,0.139,'u1'
'calefaccion','pasillo',17,0.15,'u1'
'calefaccion','pasillo',85,0.139,'u1'
'secado','salon',34,0.15,'u1'
'calefaccion','pasillo',36,0.15,'u1'
'luz','cocina',48,0.099,'u1'
'luz','dormitorio_principal',29,0.099,'u1'
'calefaccion','salon',92,0.139,'u1'
'secado','salon',115,0.099,'u1'
'secado','cocina',33,0.139,'u1'
'luz','dormitorio_principal',113,0.099,'u1'
'luz','cocina',34,0.139,'u1'
'secado','dormitorio_secundario',60,0.15,'u1'
'planchado','salon',66,0.099,'u1'
'luz','cocina',65,0.15,'u1'
'calefaccion','cocina',5,0.139,'u1'
'calefaccion','dormitorio_secundario',74,0.15,'u1'
'planchado','dormitorio_secundario',61,0.15,'u1'
'calefaccion','dormitorio_principal',46,0.139,'u1'
'secado','dormitorio_principal',40,0.099,'u1'
'luz','dormitorio_secundario',17,0.139,'u1'
'planchado','salon',112,0.099,'u1'
'secado','dormitorio_principal',53,0.099,'u1'
'luz','salon',82,0.139,'u1'
'planchado','cocina',20,0.139,'u1'
'planchado','salon',69,0.139,'u1'
'secado','dormitorio_principal',23,0.15,'u1'
'planchado','salon',69,0.099,'u1'
'calefaccion','pasillo',60,0.099,'u1'
'luz','cocina',53,0.099,'u1'
'planchado','cocina',27,0.15,'u1'
'planchado','pasillo',7,0.15,'u1'
'planchado','pasillo',114,0.15,'u1'
'secado','salon',95,0.139,'u1'
'planchado','pasillo',23,0.099,'u1'
'planchado','dormitorio_secundario',113,0.139,'u1'
'calefaccion','salon',46,0.099,'u1'
'luz','dormitorio_principal',27,0.139,'u1'
'luz','pasillo',42,0.099,'u1'
'secado','cocina',10,0.139,'u1'
'secado','cocina',33,0.099,'u1'
'luz','pasillo',12,0.099,'u1'
'planchado','dormitorio_principal',58,0.099,'u1'
'calefaccion','salon',32,0.139,'u1'
'calefaccion','pasillo',17,0.099,'u1'
'luz','dormitorio_secundario',113,0.15,'u1'
'secado','pasillo',21,0.15,'u1'
'secado','dormitorio_principal',89,0.139,'u1'
'planchado','pasillo',16,0.15,'u1'
'calefaccion','pasillo',91,0.099,'u1'
'planchado','salon',65,0.139,'u1'
'planchado','pasillo',19,0.099,'u1'
'luz','dormitorio_secundario',83,0.139,'u1'
'planchado','pasillo',51,0.139,'u1'
'secado','dormitorio_secundario',118,0.15,'u1'
'luz','pasillo',7,0.139,'u1'
'planchado','dormitorio_secundario',47,0.099,'u1'
'luz','pasillo',25,0.099,'u1'
'secado','dormitorio_secundario',5,0.139,'u1'
'planchado','salon',117,0.099,'u1'
'luz','salon',58,0.15,'u1'
'secado','dormitorio_secundario',51,0.139,'u1'
'planchado','salon',63,0.15,'u1'
'calefaccion','dormitorio_secundario',96,0.15,'u1'
'planchado','dormitorio_principal',59,0.099,'u1'
'calefaccion','cocina',114,0.15,'u1'
'luz','salon',9,0.15,'u1'
'planchado','dormitorio_principal',84,0.15,'u1'
'luz','cocina',106,0.15,'u1'
'calefaccion','salon',107,0.15,'u1'
'secado','cocina',54,0.139,'u1'
'calefaccion','dormitorio_secundario',106,0.15,'u1'
'calefaccion','cocina',86,0.139,'u1'
'planchado','dormitorio_secundario',88,0.099,'u1'
'secado','pasillo',2,0.099,'u1'
'planchado','dormitorio_principal',42,0.099,'u1'
'secado','salon',39,0.15,'u1'
'planchado','pasillo',11,0.15,'u1'
'calefaccion','salon',70,0.099,'u1'
'calefaccion','dormitorio_principal',93,0.15,'u1'
'secado','cocina',35,0.139,'u1'
'secado','dormitorio_principal',77,0.099,'u1'
'calefaccion','cocina',112,0.139,'u1'
'luz','dormitorio_secundario',81,0.15,'u1'
'secado','cocina',49,0.139,'u1'
'calefaccion','dormitorio_principal',4,0.099,'u1'
'planchado','cocina',99,0.15,'u1'
'luz','cocina',103,0.139,'u1'
'luz','salon',72,0.099,'u1'
'planchado','dormitorio_secundario',71,0.099,'u1'
'planchado','salon',107,0.099,'u1'
'planchado','dormitorio_principal',54,0.15,'u1'
'luz','dormitorio_secundario',51,0.15,'u1'
'planchado','pasillo',12,0.15,'u1'
'secado','pasillo',58,0.139,'u1'
'planchado','salon',41,0.139,'u1'
'luz','dormitorio_secundario',74,0.139,'u1'
'calefaccion','dormitorio_principal',62,0.139,'u1'
'calefaccion','salon',94,0.099,'u1'
'luz','pasillo',9,0.099,'u1'
'secado','dormitorio_principal',86,0.15,'u1'
'planchado','dormitorio_principal',42,0.139,'u1'
'luz','dormitorio_secundario',106,0.099,'u1'
'luz','pasillo',40,0.099,'u1'
'secado','cocina',100,0.099,'u1'
'calefaccion','dormitorio_principal',5,0.099,'u1'
'calefaccion','pasillo',66,0.15,'u1'
'luz','dormitorio_principal',69,0.139,'u1'
'planchado','dormitorio_secundario',112,0.139,'u1'
'luz','cocina',33,0.099,'u1'
'luz','salon',119,0.099,'u1'
'luz','dormitorio_secundario',17,0.099,'u1'
'planchado','dormitorio_principal',118,0.099,'u1'
'planchado','pasillo',107,0.15,'u1'
'luz','pasillo',9,0.139,'u1'
'luz','cocina',85,0.099,'u1'
'calefaccion','salon',37,0.15,'u1'
'secado','dormitorio_secundario',31,0.099,'u1'
'secado','dormitorio_principal',75,0.15,'u1'
'luz','salon',48,0.099,'u1'
'calefaccion','pasillo',78,0.139,'u1'
'luz','dormitorio_secundario',66,0.099,'u1'
'secado','dormitorio_principal',79,0.139,'u1'
'planchado','dormitorio_principal',39,0.139,'u1'
'planchado','dormitorio_secundario',18,0.099,'u1'
'planchado','salon',37,0.139,'u1'
'secado','salon',21,0.15,'u1'
'planchado','pasillo',48,0.139,'u1'
'luz','pasillo',19,0.099,'u1'
'planchado','cocina',14,0.15,'u1'
'calefaccion','pasillo',15,0.15,'u1'
'secado','cocina',107,0.15,'u1'
'luz','salon',31,0.15,'u1'
'calefaccion','pasillo',45,0.139,'u1'
'planchado','pasillo',116,0.139,'u1'
'planchado','pasillo',93,0.139,'u1'
'calefaccion','pasillo',43,0.15,'u1'
'luz','pasillo',102,0.139,'u1'
'planchado','pasillo',57,0.15,'u1'
'secado','dormitorio_principal',87,0.139,'u1'
'luz','salon',53,0.15,'u1'
'luz','salon',75,0.099,'u1'
'secado','dormitorio_secundario',119,0.099,'u1'
'luz','pasillo',86,0.099,'u1'
'secado','dormitorio_secundario',18,0.099,'u1'
'luz','cocina',36,0.15,'u1'
'secado','pasillo',39,0.139,'u1'
'planchado','dormitorio_secundario',64,0.15,'u1'
'calefaccion','salon',44,0.15,'u1'
'secado','salon',8,0.15,'u1'
'luz','cocina',117,0.15,'u1'
'calefaccion','dormitorio_secundario',4,0.15,'u1'
'calefaccion','dormitorio_principal',55,0.099,'u1'
'luz','cocina',14,0.15,'u1'
'luz','salon',83,0.099,'u1'
'secado','pasillo',12,0.139,'u1'
'secado','cocina',81,0.099,'u1'
'secado','dormitorio_principal',66,0.139,'u1'
'calefaccion','salon',31,0.099,'u1'
'luz','pasillo',57,0.15,'u1'
'luz','pasillo',53,0.15,'u1'
'secado','cocina',71,0.099,'u1'
'luz','salon',2,0.15,'u1'
'luz','pasillo',60,0.15,'u1'
'luz','pasillo',9,0.15,'u1'
'secado','pasillo',82,0.099,'u1'
'luz','salon',93,0.139,'u1'
'secado','dormitorio_principal',10,0.099,'u1'
'calefaccion','pasillo',96,0.139,'u1'
'secado','pasillo',58,0.099,'u1'
'secado','cocina',105,0.139,'u1'
'luz','salon',38,0.15,'u1'
'luz','pasillo',87,0.099,'u1'
'planchado','pasillo',18,0.099,'u1'
'luz','dormitorio_principal',11,0.139,'u1'
'secado','pasillo',101,0.139,'u1'
'luz','salon',48,0.139,'u1'
'planchado','dormitorio_principal',69,0.139,'u1'
'planchado','dormitorio_secundario',11,0.099,'u1'
'secado','pasillo',119,0.15,'u1'
'planchado','cocina',18,0.099,'u1'
'calefaccion','cocina',68,0.139,'u1'
'luz','dormitorio_principal',13,0.099,'u1'
'luz','dormitorio_principal',24,0.15,'u1'
'planchado','salon',38,0.099,'u1'
'secado','salon',14,0.15,'u1'
'planchado','dormitorio_secundario',77,0.139,'u1'
'luz','pasillo',29,0.15,'u1'
'luz','cocina',102,0.15,'u1'
'luz','salon',107,0.099,'u1'
'planchado','cocina',87,0.099,'u1'
'luz','salon',95,0.15,'u1'
'secado','salon',18,0.15,'u1'
'calefaccion','dormitorio_principal',23,0.139,'u1'
'calefaccion','cocina',62,0.099,'u1'
'luz','pasillo',16,0.15,'u1'
'luz','pasillo',69,0.139,'u1'
'secado','cocina',93,0.15,'u1'
'secado','dormitorio_secundario',90,0.099,'u1'
'secado','dormitorio_principal',22,0.15,'u1'
'luz','dormitorio_principal',114,0.099,'u1'
'luz','cocina',73,0.15,'u1'
'secado','cocina',50,0.139,'u1'
'secado','pasillo',3,0.139,'u1'
'secado','pasillo',41,0.15,'u1'
'luz','salon',23,0.099,'u1'
'planchado','dormitorio_secundario',5,0.139,'u1'
'calefaccion','salon',72,0.15,'u1'
'luz','salon',33,0.099,'u1'
'luz','cocina',118,0.15,'u1'
'planchado','dormitorio_principal',19,0.139,'u1'
'secado','pasillo',74,0.15,'u1'
'calefaccion','cocina',23,0.099,'u1'
'secado','dormitorio_principal',25,0.099,'u1'
'planchado','dormitorio_principal',20,0.099,'u1'
'luz','dormitorio_principal',39,0.139,'u1'
'planchado','dormitorio_principal',1,0.15,'u1'
'secado','cocina',49,0.15,'u1'
'secado','dormitorio_secundario',7,0.15,'u1'
'luz','dormitorio_secundario',32,0.099,'u1'
'luz','dormitorio_secundario',80,0.15,'u1'
'calefaccion','dormitorio_secundario',57,0.099,'u1'
'planchado','dormitorio_principal',81,0.15,'u1'
'luz','dormitorio_principal',78,0.099,'u1'
'secado','cocina',94,0.15,'u1'
'planchado','cocina',47,0.099,'u1'
'calefaccion','dormitorio_secundario',11,0.099,'u1'
'planchado','dormitorio_secundario',66,0.099,'u1'
'calefaccion','dormitorio_secundario',41,0.099,'u1'
'secado','dormitorio_principal',78,0.099,'u1'
'secado','dormitorio_secundario',99,0.099,'u1'
'planchado','dormitorio_secundario',10,0.099,'u1'
'secado','dormitorio_secundario',45,0.099,'u1'
'luz','pasillo',86,0.099,'u1'
'planchado','dormitorio_secundario',63,0.15,'u1'
'calefaccion','dormitorio_principal',2,0.139,'u1'
'planchado','cocina',59,0.099,'u1'
'luz','cocina',90,0.139,'u1'
'luz','dormitorio_principal',8,0.15,'u1'
'secado','salon',111,0.139,'u1'
'planchado','dormitorio_principal',45,0.139,'u1'
'secado','dormitorio_principal',8,0.15,'u1'
'luz','dormitorio_secundario',111,0.139,'u1'
'luz','dormitorio_principal',10,0.139,'u1'
'luz','dormitorio_principal',47,0.099,'u1'
'calefaccion','dormitorio_principal',77,0.15,'u1'
'secado','salon',70,0.139,'u1'
'planchado','dormitorio_principal',119,0.139,'u1'
'secado','dormitorio_secundario',53,0.099,'u1'
'calefaccion','pasillo',16,0.15,'u1'
'luz','dormitorio_secundario',31,0.139,'u1'
'calefaccion','dormitorio_principal',54,0.099,'u1'
'planchado','pasillo',71,0.15,'u1'
'planchado','dormitorio_principal',65,0.099,'u1'
'calefaccion','salon',14,0.15,'u1'
'calefaccion','salon',115,0.15,'u1'
'secado','pasillo',26,0.15,'u1'
'luz','cocina',36,0.139,'u1'
'secado','cocina',36,0.15,'u1'
'luz','salon',25,0.099,'u1'
'calefaccion','pasillo',76,0.099,'u1'
'calefaccion','pasillo',1,0.15,'u1'
'calefaccion','cocina',66,0.099,'u1'
'planchado','dormitorio_principal',102,0.099,'u1'
'luz','dormitorio_principal',113,0.139,'u1'
'calefaccion','salon',12,0.15,'u1'
'secado','salon',16,0.15,'u1'
'planchado','pasillo',35,0.139,'u1'
'planchado','dormitorio_principal',103,0.099,'u1'
'calefaccion','dormitorio_secundario',73,0.099,'u1'
'planchado','pasillo',77,0.139,'u1'
'planchado','cocina',29,0.099,'u1'
'luz','salon',85,0.15,'u1'
'planchado','dormitorio_secundario',111,0.15,'u1'
'planchado','pasillo',96,0.099,'u1'
'calefaccion','dormitorio_principal',96,0.15,'u1'
'luz','dormitorio_secundario',61,0.15,'u1'
'calefaccion','dormitorio_secundario',52,0.139,'u1'
'luz','dormitorio_principal',20,0.099,'u1'
'calefaccion','dormitorio_secundario',43,0.15,'u1'
'calefaccion','dormitorio_secundario',47,0.139,'u1'
'luz','salon',23,0.139,'u1'
'luz','cocina',72,0.15,'u1'
'secado','pasillo',102,0.15,'u1'
'calefaccion','pasillo',12,0.099,'u1'
'secado','salon',83,0.139,'u1'
'luz','dormitorio_secundario',110,0.099,'u1'
'calefaccion','pasillo',115,0.139,'u1'
'secado','cocina',68,0.15,'u1'
'secado','salon',57,0.15,'u1'
'luz','pasillo',81,0.099,'u1'
'calefaccion','salon',100,0.15,'u1'
'secado','dormitorio_secundario',51,0.099,'u1'
'planchado','salon',25,0.15,'u1'
'planchado','cocina',45,0.139,'u1'
'calefaccion','dormitorio_principal',30,0.139,'u1'
'calefaccion','dormitorio_secundario',69,0.139,'u1'
'calefaccion','pasillo',84,0.099,'u1'
'secado','pasillo',32,0.099,'u1'
'secado','dormitorio_principal',116,0.099,'u1'
'luz','pasillo',78,0.15,'u1'
'calefaccion','cocina',68,0.139,'u1'
'calefaccion','dormitorio_principal',25,0.139,'u1'
'luz','cocina',24,0.15,'u1'
'secado','pasillo',119,0.099,'u1'
'planchado','cocina',87,0.099,'u1'
'calefaccion','pasillo',74,0.139,'u1'
'secado','dormitorio_secundario',16,0.139,'u1'
'planchado','cocina',62,0.15,'u1'
'calefaccion','salon',21,0.15,'u1'
'calefaccion','dormitorio_secundario',26,0.139,'u1'
'luz','dormitorio_secundario',96,0.099,'u1'
'planchado','dormitorio_principal',18,0.15,'u1'
'luz','dormitorio_secundario',23,0.099,'u1'
'calefaccion','dormitorio_secundario',100,0.15,'u1'
'calefaccion','dormitorio_principal',115,0.15,'u1'
'calefaccion','salon',5,0.139,'u1'
'planchado','dormitorio_principal',37,0.139,'u1'
'planchado','salon',67,0.099,'u1'
'calefaccion','cocina',99,0.15,'u1'
'secado','dormitorio_secundario',92,0.15,'u1'
'calefaccion','salon',46,0.139,'u1'
'calefaccion','dormitorio_principal',24,0.099,'u1'
'secado','salon',5,0.139,'u1'
'secado','cocina',10,0.15,'u1'
'luz','cocina',95,0.15,'u1'
'calefaccion','salon',120,0.139,'u1'
'calefaccion','cocina',49,0.139,'u1'
'planchado','dormitorio_secundario',70,0.099,'u1'
'luz','cocina',64,0.139,'u1'
'secado','salon',17,0.15,'u1'
'luz','salon',13,0.15,'u1'
'luz','dormitorio_secundario',86,0.099,'u1'
'planchado','cocina',73,0.15,'u1'
'secado','dormitorio_principal',72,0.15,'u1'
'luz','dormitorio_principal',85,0.139,'u1'
'planchado','dormitorio_secundario',80,0.15,'u1'
'calefaccion','pasillo',6,0.099,'u1'
'secado','cocina',66,0.099,'u1'
'luz','cocina',87,0.15,'u1'
'secado','pasillo',42,0.139,'u1'
'calefaccion','cocina',20,0.139,'u1'
'planchado','dormitorio_secundario',52,0.099,'u1'
'calefaccion','dormitorio_principal',15,0.139,'u1'
'planchado','pasillo',114,0.15,'u1'
'calefaccion','dormitorio_secundario',110,0.15,'u1'
'planchado','pasillo',94,0.15,'u1'
'secado','pasillo',38,0.139,'u1'
'secado','salon',99,0.099,'u1'
'planchado','cocina',118,0.099,'u1'
'planchado','dormitorio_principal',102,0.15,'u1'
'luz','cocina',62,0.15,'u1'
'calefaccion','dormitorio_principal',104,0.099,'u1'
'calefaccion','dormitorio_principal',80,0.139,'u1'
'luz','cocina',92,0.099,'u1'
'secado','dormitorio_principal',13,0.139,'u1'
'calefaccion','pasillo',68,0.15,'u1'
'planchado','pasillo',51,0.15,'u1'
'calefaccion','salon',79,0.099,'u1'
'calefaccion','dormitorio_principal',5,0.099,'u1'
'secado','cocina',86,0.099,'u1'
'calefaccion','dormitorio_secundario',111,0.139,'u1'
'luz','pasillo',77,0.15,'u1'
'luz','cocina',113,0.139,'u1'
'planchado','salon',42,0.139,'u1'
'secado','cocina',64,0.099,'u1'
'calefaccion','dormitorio_secundario',104,0.139,'u1'
'planchado','dormitorio_principal',89,0.15,'u1'
'calefaccion','dormitorio_secundario',71,0.139,'u1'
'luz','cocina',58,0.139,'u1'
'secado','pasillo',95,0.15,'u1'
'secado','cocina',98,0.15,'u1'
'calefaccion','salon',56,0.139,'u1'
'planchado','dormitorio_principal',13,0.139,'u1'
'luz','dormitorio_principal',70,0.099,'u1'
